status,project,additional,timePlayed
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T14:34:37Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T14:34:37Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T14:34:04Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T14:34:30Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T14:34:36Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T14:34:37Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T14:34:37Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T14:43:29Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T14:43:46Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T14:44:43Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T14:43:29Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T14:43:46Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T14:44:43Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T14:45:07Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T14:45:08Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T14:45:17Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T14:46:05Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T14:46:30Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T14:45:07Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T14:45:08Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T14:45:17Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T14:46:05Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T14:46:30Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T14:47:32Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T14:47:51Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T14:47:57Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T14:49:05Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T14:47:32Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T14:47:51Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T14:47:57Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T14:49:05Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T14:49:22Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T14:50:20Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T14:50:41Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T14:49:22Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T14:50:20Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T14:50:41Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T14:51:58Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T14:52:17Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T14:52:19Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T14:52:22Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T14:51:58Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T14:52:17Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T14:52:19Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T14:52:22Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T14:54:37Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T14:54:37Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T14:56:40Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T14:56:40Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T15:03:11Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T15:03:24Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T15:04:38Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T15:05:10Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T15:03:11Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T15:03:24Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T15:04:38Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T15:05:10Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T15:05:16Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T15:05:17Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T15:05:17Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T15:05:53Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T15:06:14Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T15:05:16Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T15:05:17Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T15:05:17Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T15:05:53Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T15:06:14Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T15:07:25Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T15:07:25Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T15:13:10Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T15:13:10Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T15:13:25Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T15:14:54Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T15:13:25Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T15:14:54Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T15:15:24Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T15:15:38Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T15:15:24Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T15:15:38Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T15:17:12Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T15:17:35Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T15:17:35Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T15:17:37Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T15:17:37Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T15:19:04Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T15:17:12Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T15:17:35Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T15:17:35Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T15:17:37Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T15:17:37Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T15:19:04Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T15:20:19Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T15:20:36Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T15:20:19Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T15:20:36Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T15:33:22Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T15:33:22Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T15:36:26Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T15:36:26Z
TERMOS_ABANDONADO,66f479e271aa00601b17fe4f,,2025-04-04T15:39:06Z
TERMOS_ABANDONADO,66f479e271aa00601b17fe4f,,2025-04-04T15:39:06Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T15:48:46Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T15:49:09Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T15:48:46Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T15:49:09Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T15:50:11Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T15:50:33Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T15:50:11Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T15:50:33Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T15:51:30Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T15:51:45Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T15:52:02Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T15:52:46Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T15:53:01Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T15:51:30Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T15:51:45Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T15:52:02Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T15:52:46Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T15:53:01Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T15:54:17Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T15:54:34Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T15:54:17Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T15:54:34Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T15:56:05Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T15:56:05Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T15:57:27Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T15:57:43Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T15:59:03Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T15:59:14Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T15:57:27Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T15:57:43Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T15:59:03Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T15:59:14Z
TERMOS_ABANDONADO,66f479e271aa00601b17fe4f,,2025-04-04T16:00:03Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T16:00:47Z
TERMOS_ABANDONADO,66f479e271aa00601b17fe4f,,2025-04-04T16:00:03Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T16:00:47Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T16:02:13Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T16:02:27Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T16:02:13Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T16:02:27Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T16:03:29Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T16:03:38Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T16:03:39Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T16:03:39Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T16:03:46Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T16:04:49Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T16:05:16Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T16:03:29Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T16:03:38Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T16:03:39Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T16:03:39Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T16:03:46Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T16:04:49Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T16:05:16Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T16:06:17Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T16:06:35Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T16:06:17Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T16:06:35Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T16:08:16Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T16:08:37Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T16:08:16Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T16:08:37Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T16:10:25Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T16:10:51Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T16:10:25Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T16:10:51Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T16:11:48Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T16:12:28Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T16:11:48Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T16:12:28Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T16:13:46Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T16:14:05Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T16:14:21Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T16:14:21Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T16:13:46Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T16:14:05Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T16:14:21Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T16:14:21Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T16:15:29Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T16:15:49Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T16:16:49Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T16:17:03Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T16:17:13Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T16:15:29Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T16:15:49Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T16:16:49Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T16:17:03Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T16:17:13Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T16:17:28Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T16:17:33Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T16:17:35Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T16:18:04Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T16:18:21Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T16:18:28Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T16:19:14Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T16:17:28Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T16:17:33Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T16:17:35Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T16:18:04Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T16:18:21Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T16:18:28Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T16:19:14Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T16:19:25Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T16:19:40Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T16:19:41Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T16:19:25Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T16:19:40Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T16:19:41Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T16:22:14Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T16:22:40Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T16:22:14Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T16:22:40Z
TERMOS_ABANDONADO,66f479e271aa00601b17fe4f,,2025-04-04T16:23:47Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T16:24:36Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T16:24:58Z
TERMOS_ABANDONADO,66f479e271aa00601b17fe4f,,2025-04-04T16:23:47Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T16:24:36Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T16:24:58Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T16:26:08Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T16:26:28Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T16:26:08Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T16:26:28Z
TERMOS_ABANDONADO,66f479e271aa00601b17fe4f,,2025-04-04T16:27:32Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T16:28:06Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T16:28:13Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T16:28:19Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T16:28:41Z
TERMOS_ABANDONADO,66f479e271aa00601b17fe4f,,2025-04-04T16:27:32Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T16:28:06Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T16:28:13Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T16:28:19Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T16:28:41Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T16:29:53Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T16:30:17Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T16:30:50Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T16:31:14Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T16:29:53Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T16:30:17Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T16:30:50Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T16:31:14Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T16:31:59Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T16:32:04Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T16:32:33Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T16:32:54Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T16:31:59Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T16:32:04Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T16:32:33Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T16:32:54Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T16:33:43Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T16:33:58Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T16:34:55Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T16:35:09Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T16:35:26Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T16:35:38Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T16:35:38Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T16:33:43Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T16:33:58Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T16:34:55Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T16:35:09Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T16:35:26Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T16:35:38Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T16:35:38Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T16:36:27Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T16:36:27Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T16:38:23Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T16:38:59Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T16:38:23Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T16:38:59Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T16:40:52Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T16:41:16Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T16:40:52Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T16:41:16Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T16:42:20Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T16:42:42Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T16:42:54Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T16:42:20Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T16:42:42Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T16:42:54Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T16:45:46Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T16:46:37Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T16:46:44Z
TERMOS_ABANDONADO,66f479e271aa00601b17fe4f,,2025-04-04T16:48:46Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T16:49:26Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T16:50:53Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T16:50:53Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T17:05:11Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T17:05:32Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T17:05:11Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T17:05:32Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T17:07:27Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T17:07:27Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T17:08:39Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T17:09:04Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T17:09:10Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T17:09:11Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T17:09:11Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T17:08:39Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T17:09:04Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T17:09:10Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T17:09:11Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T17:09:11Z
MOSTROU_FOTOS,66f479e271aa00601b17fe4f,,2025-04-04T17:10:11Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T17:10:31Z
ESCANEOU_QRCODE,66f479e271aa00601b17fe4f,,2025-04-04T17:10:36Z
TERMOS_ABANDONADO,66f479e271aa00601b17fe4f,,2025-04-04T17:11:54Z
